,Cadastrais - Nome,Cadastrais - Classe - Nome,Cadastrais - Subclasse - Nome,Adicionais - Código de Barras
9576,PO SABORIZANTE SELECTA LEITE COND 100G,PRODUTOS,PROD - PROD SORVETE,7896411800109.0
9577,PO SABORIZANTE SELECTA MARACUJA 100G,PRODUTOS,PROD - PROD SORVETE,7896411802141.0
9578,PO SABORIZANTE SELECTA MILHO VERDE 100G,PRODUTOS,PROD - PROD SORVETE,7896411800116.0
9579,PO SABORIZANTE SELECTA MORANGO 100G,PRODUTOS,PROD - PROD SORVETE,7896411800123.0
9580,PO SABORIZANTE SELECTA TROP CAJA 1KG,PRODUTOS,PROD - PROD SORVETE,7896411804855.0
9581,PO SABORIZANTE SELECTA TROP MARACUJA 1KG,PRODUTOS,PROD - PROD SORVETE,7896411805661.0
9582,PO SABORIZANTE SELECTA UVA 100G,PRODUTOS,PROD - PROD SORVETE,7896411800154.0
9612,POLIA MOTOR BMAI/SI/DG10,PRODUTOS,PEC - DIVERSOS,
9631,"POLPA AMEIXA 4,3Kg SIMON S",PRODUTOS,PEC - ENGRENAGEM,
9632,"POLPA DE ABACAXI C/ 4,3 Kg",PRODUTOS,PEC - ENGRENAGEM,
9633,"POLPA DE AMEIXA C/4,7Kg",PRODUTOS,PEC - ENGRENAGEM,
9680,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 AMARELA",PRODUTOS,PEC - ENGRENAGEM,
9681,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 AZUL",PRODUTOS,PEC - ENGRENAGEM,
9682,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 AZUL BEBE",PRODUTOS,PEC - ENGRENAGEM,
9683,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 BRANCA",PRODUTOS,PEC - ENGRENAGEM,
9685,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 PRETA",PRODUTOS,PEC - ENGRENAGEM,
9687,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 ROSA BEBE",PRODUTOS,PEC - ENGRENAGEM,
9688,"PORTA FORMINHA BRINK FEST 4X4X2,5CM C/50 VERDE",PRODUTOS,PEC - ENGRENAGEM,
9707,POTE FATIA DE BOLO PRAFESTA 500ML,PRODUTOS,PEC - ENGRENAGEM,
9718,POTE PRAFESTA REDONDO C/ TAMPA 500ML,PRODUTOS,PEC - ENGRENAGEM,
9721,POTE PRAFESTA RETANGULAR C/ TAMPA 1500ML,PRODUTOS,PEC - ENGRENAGEM,
9723,POTE PRAFESTA RETANGULAR C/ TAMPA 750ML,PRODUTOS,PEC - ENGRENAGEM,
9724,POVILHO AZEDO LOPES 1Kg,PRODUTOS,PROD - PRODUTOS DIVERSOS,
9725,POVILHO AZEDO SC 25Kg,PRODUTOS,PROD - MARGARINAS,
9730,PRATO CONCEPTS PRATA P09,PRODUTOS,PEC - ENGRENAGEM,
9732,PRATO DESC. BONOPLAST RASO PF-18 C/10,PRODUTOS,PEC - ENGRENAGEM,
9736,PRATO GIRATORIO,PRODUTOS,PEC - ENGRENAGEM,
9798,"PREP DE AMEIXA J.E.B BD 4,7Kg",PRODUTOS,PEC - ENGRENAGEM,
9799,PREP DE AMORA RICAELI 1Kg,PRODUTOS,PEC - ENGRENAGEM,7897387103065.0
9800,"PREP DE GOIABA CREMOSO RICAELI BD 4,7Kg",PRODUTOS,PROD - DOCES RECHEIOS,
9801,PREP DE MORANGO J.E.B 900g,PRODUTOS,PEC - ENGRENAGEM,7898908157178.0
9802,PREP DE PESSEGO RICAELI 1Kg,PRODUTOS,PEC - ENGRENAGEM,7897387103126.0
9803,"PREP FRUTAS ICEBERG MORANGO 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898329017686.0
9804,"PREP FRUTAS NELISUL ABACAXI AO VINHO 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898119262456.0
9805,"PREP FRUTAS NELISUL AMEIXA 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898119262463.0
9806,"PREP FRUTAS NELISUL AMORA 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898119262470.0
9807,"PREP FRUTAS NELISUL FRUATS VERM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898119262524.0
9808,"PREP FRUTAS NELISUL MORANGO 4,1KG ",PRODUTOS,PROD - DOCES RECHEIOS,7898119262708.0
9809,"PREP FRUTAS NELISUL MORANGO1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898119262562.0
9810,"PREP FRUTAS NOVA POLPA AMEIXA 4,7KG",PRODUTOS,PROD - DOCES RECHEIOS,751320308559.0
9811,"PREP FRUTAS NOVA POLPA F VERMELHAS 4,1KG ",PRODUTOS,PROD - DOCES RECHEIOS,751320308481.0
9812,"PREP FRUTAS NOVA POLPA F. VERMELHAS 1,040KG",PRODUTOS,PROD - DOCES RECHEIOS,751320308504.0
9813,"PREP FRUTAS NOVA POLPA MORANGO 1,040KG",PRODUTOS,PROD - DOCES RECHEIOS,751320308498.0
9814,"PREP FRUTAS NOVA POLPA MORANGO 4,1KG ",PRODUTOS,PROD - DOCES RECHEIOS,751320308528.0
9815,"PREP FRUTAS RICAELI AMEIXA 1,02KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387103041.0
9816,"PREP FRUTAS RICAELI AMEIXA 4,7KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387100736.0
9817,PREP FRUTAS RICAELI AMEIXA 500G,PRODUTOS,PROD - DOCES RECHEIOS,
9818,"PREP FRUTAS RICAELI FRUTAS VERMELHAS 1,02KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387103300.0
9819,"PREP FRUTAS RICAELI FRUTAS VERMELHAS 4,2KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387102556.0
9820,PREP FRUTAS RICAELI FRUTAS VERMELHAS 500G,PRODUTOS,PROD - DOCES RECHEIOS,
9821,"PREP FRUTAS RICAELI MARACUJA 1,02KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387103096.0
9822,"PREP FRUTAS RICAELI MORANGO 1,02KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387103102.0
9823,"PREP FRUTAS RICAELI MORANGO 4,1KG",PRODUTOS,PROD - DOCES RECHEIOS,7897387103812.0
9824,PREP FRUTAS RICAELI MORANGO 500G,PRODUTOS,PROD - DOCES RECHEIOS,
9825,"PREP MARACUJA C/S BD 4,7Kg",PRODUTOS,PEC - ENGRENAGEM,
9826,"PREP. DE ABACAXI 4,3Kg",PRODUTOS,PEC - ENGRENAGEM,
9827,"PREP. DE AMORA 4,3Kg",PRODUTOS,PEC - ENGRENAGEM,
9828,"PREP. DE MORANGO 4,3Kg",PRODUTOS,PEC - ENGRENAGEM,
9829,"PREP. DE PESSEGO 4,3Kg",PRODUTOS,PEC - ENGRENAGEM,
9830,PREPARADO  PANETONE MIX 10KG,PRODUTOS,PEC - ENGRENAGEM,
9831,PREPARADO PANETONE MIX 400G,PRODUTOS,PEC - ENGRENAGEM,
9849,Propé automatizado branco pct/100unid,PRODUTOS,PEC - ENGRENAGEM,
9852,PROT SOJA CARNE CL2000 10KG,PRODUTOS,PROD - PROT SOJA,
9853,PROT SOJA CARNE CL2000 1KG,PRODUTOS,PROD - PROT SOJA,
9854,PROT SOJA CARNE CL3000 10KG,PRODUTOS,PROD - PROT SOJA,
9855,"PROT SOJA CARNE CL3000 12,5KG",PRODUTOS,PROD - PROT SOJA,7898306910518.0
9856,PROT SOJA CARNE CL3000 1KG,PRODUTOS,PROD - PROT SOJA,
9857,PROT SOJA CARNE CL3000 20KG,PRODUTOS,PROD - PROT SOJA,
9858,PROT SOJA CARNE CL8000 10kg,PRODUTOS,PROD - PROT SOJA,
9859,PROT SOJA CARNE CL8000 15KG,PRODUTOS,PROD - PROT SOJA,
9860,PROT SOJA CARNE CL8000 1KG,PRODUTOS,PROD - PROT SOJA,
9861,PROT SOJA CARNE CL8000 500G,PRODUTOS,PROD - PROT SOJA,
9862,PROT SOJA CARNE GRANULADA OLVEBRA 1KG,PRODUTOS,PROD - PROT SOJA,
9863,PROT SOJA CARNE GRANULADA OLVEBRA 25KG,PRODUTOS,PROD - PROT SOJA,
9864,PROT SOJA FRANGO FN3000 10KG,PRODUTOS,PROD - PROT SOJA,
9865,PROT SOJA FRANGO FN3000 1KG,PRODUTOS,PROD - PROT SOJA,
9866,PROT SOJA FRANGO FN3000 7KG,PRODUTOS,PROD - PROT SOJA,7898606910525.0
9867,"PROT SOJA NL3000 12,5KG",PRODUTOS,PROD - PROT SOJA,7898912185157.0
9868,PROT SOJA NL3000 1KG,PRODUTOS,PROD - PROT SOJA,
9880,PROTEINA DE SOJA CARNE 500g,PRODUTOS,PEC - ENGRENAGEM,
9881,PROTEÍNA DE SOJA CARNE BRANCA 500g,PRODUTOS,PEC - ENGRENAGEM,
9882,PROTEÍNA SOYA CARNE 400g,PRODUTOS,PEC - ENGRENAGEM,
9883,PROTEÍNA SOYA CARNE BRANCA 400g,PRODUTOS,PEC - ENGRENAGEM,
9886,PST CARAMELO LIGHT FATIAS 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9887,PST CARAMELO LIGHT FATIAS 250 G,PRODUTOS,PEC - ENGRENAGEM,
9888,PST CARAMELO LIGHT TIRAS 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9889,PST CARAMELO LIGHT TIRAS 250 G.,PRODUTOS,PEC - ENGRENAGEM,
9890,PST NATURAL LIGTH FATIAS 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9891,PST NATURAL LIGTH FATIAS 250 G.,PRODUTOS,PEC - ENGRENAGEM,
9892,PST. CARAMELO DARK FLOCOS 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9893,PST. CARAMELO LIGHT GRANULADO CL 2000-10 RETALHO,PRODUTOS,PEC - ENGRENAGEM,
9894,PST. CARAMELO LIGHT GRANULADO CL2000-25 25Kg,PRODUTOS,PEC - ENGRENAGEM,
9895,PST. CARAMELO LIGHT GRANULADO CL3000-10 RETALHO,PRODUTOS,PEC - ENGRENAGEM,
9896,PST. GRANULADO GALINHA NLG4000-10 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9897,PST. GRANULADO SABOR BACON 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9898,PST. GRANULADO SABOR CHARQUE CLH4000-10 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9899,PST. NATURAL FLOCOS 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9900,PST. NATURAL FLOCOS RETALHO,PRODUTOS,PEC - ENGRENAGEM,
9901,PST. NATURAL LIGHT GRANULADO NL3000-20 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9902,PST. NATURAL LIGHT GRANULADO NL4000-20 1Kg,PRODUTOS,PEC - ENGRENAGEM,
9903,PST. NATURAL LIGHT TIRAS 250 G.,PRODUTOS,PEC - ENGRENAGEM,
9904,PUDIM DE LEITE BONNA 01Kg,PRODUTOS,PEC - ENGRENAGEM,
9912,PURE BATATA QUALIMAX 800G,PRODUTOS,PROD - CULINARIOS,7891122114460.0
9913,PURE BATATA QUALIMAX COMPLETO 800G,PRODUTOS,PROD - CULINARIOS,7891122116136.0
9917,QUEIJO CREAM CHEESE  250G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7891143012585.0
9918,QUEIJO MUSSARELA,PRODUTOS,PROD - CULINARIOS,
9919,QUEIJO PARMESAO RALADO 50G,PRODUTOS,PEC - ENGRENAGEM,7898016420010.0
9920,QUEIJO PARMESSAO 50G,PRODUTOS,PROD - PRODUTOS DIVERSOS,
9952,QUENTINHA ALUMINIO TERMICA TP30 100UND,PRODUTOS,PEC - ENGRENAGEM,
9953,QUENTINHA ALUMINIO TERMICA TP35 100UND,PRODUTOS,PEC - ENGRENAGEM,7898156550219.0
9954,QUENTINHA ALUMINIO TERMICA TP35 10UND,PRODUTOS,PEC - ENGRENAGEM,
9955,QUENTINHA FEC/MAQ ALUMINIO TERMICA T09 100UND,PRODUTOS,PEC - ENGRENAGEM,
9956,QUINUA 100G,PRODUTOS,PROD - FRUTAS/GRAOS,
10017,Raspar e cobrir Mauri cob branca 5Kg,PRODUTOS,PEC - ENGRENAGEM,7898409956010.0
10018,Raspar e cobrir Mauri cob meio amarga 5Kg,PRODUTOS,PEC - ENGRENAGEM,
10019,Raspas e coberturas Mauri cobertura ao leite 5Kg,PRODUTOS,PEC - ENGRENAGEM,
10030,"RECHEIO AUREA ABOBORA COCO CREM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180785423.0
10031,"RECHEIO AUREA BANANA CREM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180785447.0
10032,RECHEIO AUREA BRIGADEIRO FORNEAVEL 2kg,PRODUTOS,PROD - DOCES RECHEIOS,
10033,"RECHEIO AUREA CREMOSO CHOCOLATE BAG 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180786741.0
10034,"RECHEIO AUREA CREMOSO GOIABA 4,8kg",PRODUTOS,PROD - DOCES RECHEIOS,
10035,"RECHEIO AUREA CREMOSO GOIABA BAG1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180785744.0
10036,"RECHEIO AUREA CREMOSO MORANGO BAG 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180785751.0
10037,"RECHEIO AUREA GOIABA CREM BAG 2,5KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180784846.0
10038,RECHEIO AUREA MORANGO CREMOSO BD 4Kg,PRODUTOS,PROD - DOCES RECHEIOS,7896180785782.0
10039,"RECHEIO AUREA UVA MACA CREM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896180785454.0
10040,RECHEIO AVELA MELKEN 320gr,PRODUTOS,PROD - DOCES RECHEIOS,
10041,"RECHEIO BOCARDO GOIABA CREM 2,5KG",PRODUTOS,PROD - DOCES RECHEIOS,7898670821031.0
10042,"RECHEIO COB HARALD  LEITINHO 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077836402.0
10043,RECHEIO CREME DE NOZES BALDE 4KG,PRODUTOS,PROD - DOCES RECHEIOS,
10044,"RECHEIO DE  AMEIXA CREMOSO AUREA BD 4,5Kg",PRODUTOS,PROD - DOCES RECHEIOS,
10045,"Recheio de Ameixa cremoso Aurea 4,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10046,Recheio de ameixa preta balde 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10047,Recheio de banana balde 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10048,Recheio de baunilha balde 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10049,RECHEIO DE BAUNILHA MAURI BD 4 Kg,PRODUTOS,PEC - ENGRENAGEM,
10050,RECHEIO DE BRIGADEIRO MAURI BD 4 Kg,PRODUTOS,PEC - ENGRENAGEM,
10051,RECHEIO DE CHOC C/ COCO MAURI BD 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10052,RECHEIO DE CHOC TRUFADO MAURI BD 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10053,RECHEIO DE COCO MAURI BD 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10054,Recheio de frutas vermelhas balde 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10055,RECHEIO DE GOIABA CREMOSO AUREA BD 4Kg,PRODUTOS,PROD - DOCES RECHEIOS,7896180785775.0
10056,RECHEIO DE LIMAO C/ RASPAS MAURI BD 4KG,PRODUTOS,PEC - ENGRENAGEM,
10057,RECHEIO DE MARACUJA MAURI BD 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10058,RECHEIO DE MORANGO MAURI BD 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10059,RECHEIO E COB ALISPEC STAND POUCH 2kg,PRODUTOS,PROD - DOCES RECHEIOS,
10060,"RECHEIO E COB FORN  GOIABA XAMEGO BOM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896310603764.0
10061,RECHEIO FLEISCHMANN AMEIXA PRETA BD 4KG,PRODUTOS,PROD - DOCES RECHEIOS,
10062,RECHEIO FLEISCHMANN BAUNILHA  SC 500G,PRODUTOS,PROD - DOCES RECHEIOS,
10063,RECHEIO FLEISCHMANN CHOC C/ COCO  BD 4Kg,PRODUTOS,PROD - DOCES RECHEIOS,7898409953132.0
10064,RECHEIO FLEISCHMANN CREME NOZES BD 4Kg,PRODUTOS,PROD - DOCES RECHEIOS,
10065,RECHEIO FLEISCHMANN GOIABA BD 4KG,PRODUTOS,PROD - DOCES RECHEIOS,
10066,RECHEIO FLM BAUNILHA 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953095.0
10067,RECHEIO FLM FORN BRIGADEIRO 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10068,RECHEIO FLM FORN BRIGADEIRO 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953088.0
10069,"RECHEIO FLM FORN BRIGADEIRO GRAN FINALE 1,8KG",PRODUTOS,PROD - DOCES RECHEIOS,7898331012075.0
10070,RECHEIO FLM FORN CHOC AO LEITE 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10071,RECHEIO FLM FORN CHOC AO LEITE 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409951817.0
10072,RECHEIO FLM FORN COCO 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953071.0
10073,RECHEIO FLM FORN DOCE DE LEITE 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409950377.0
10074,RECHEIO FLM FORN GOIABADA 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409950506.0
10075,RECHEIO FLM FORN LEITE COND 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10076,RECHEIO FLM FORN LEITE COND 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953125.0
10077,RECHEIO FLM FORN MARACUJA CREM 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953200.0
10078,RECHEIO FLM FORN MORANGO 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10079,RECHEIO FLM FORN MORANGO 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10080,RECHEIO FLM FORN MORANGO 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953101.0
10081,RECHEIO FLM FORN MORANGO CREM 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10082,RECHEIO FLM FORN MORANGO CREM 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409950513.0
10083,RECHEIO FLM LIMAO 4KG,PRODUTOS,PROD - DOCES RECHEIOS,7898409953170.0
10084,RECHEIO FORNEAVEL ALISPEC PRATI CHOCOLATE 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10085,RECHEIO FORNEAVEL ALISPEC PRATI COCO 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10086,RECHEIO FORNEAVEL ALISPEC PRATI DOCE LEITE 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10087,RECHEIO FORNEAVEL ALISPEC PRATI LEITE COND 1KG,PRODUTOS,PROD - DOCES RECHEIOS,
10088,RECHEIO FORNEAVEL ALISPEC PRATI MARACUJA 1KG,PRODUTOS,PEC - ENGRENAGEM,
10089,RECHEIO FORNEÁVEL ALISPEC PRATI MORANGO 1Kg,PRODUTOS,PEC - ENGRENAGEM,
10090,"RECHEIO HARALD FORN CHOC AO LEITE 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077836952.0
10091,"RECHEIO HARALD FORN CHOC AVELA 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077836969.0
10092,"RECHEIO HARALD FORN CHOC AVELA CONFEIPOP 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077838123.0
10093,"RECHEIO HARALD FORN CHOC BRANCO 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077836945.0
10094,"RECHEIO HARALD FORN CHOC BRANCO CONFEIPOP 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077838482.0
10095,"RECHEIO HARALD FORN CHOC LEITE CONFEIPOP 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077837027.0
10096,"RECHEIO HARALD FORN GOIABA1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077836976.0
10097,"RECHEIO JUNCO FORN SABOR CHOC AO LEITE  1,10KG",PRODUTOS,PROD - DOCES RECHEIOS,7896523166193.0
10098,RECHEIO MAURI LEITE CONDENSADO BD 4Kg,PRODUTOS,PEC - ENGRENAGEM,
10099,RECHEIO MAURI MORANGO CREMOSO BD 4Kg,PRODUTOS,PROD - DOCES RECHEIOS,
10100,"RECHEIO MIX FORN CHOC AVELA 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411880439.0
10101,"RECHEIO MIX FORN SABOR CHOC MEIO AMARGO  1,10KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411856298.0
10102,"RECHEIO MIX PISTACHE 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7908912900797.0
10103,"RECHEIO NELISUL MORANGO BAG 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7898119262265.0
10104,"RECHEIO RICHS 1,05KG ABACAXI",PRODUTOS,PEC - ENGRENAGEM,
10105,"RECHEIO RICHS 1,05KG AMEIXA",PRODUTOS,PEC - ENGRENAGEM,
10106,"RECHEIO RICHS 1,05KG BEIJINHO",PRODUTOS,PEC - ENGRENAGEM,
10107,"RECHEIO RICHS 1,05KG MORANGO",PRODUTOS,PEC - ENGRENAGEM,
10108,"RECHEIO RICHS 1,05KG PESSEGO",PRODUTOS,PEC - ENGRENAGEM,
10109,"RECHEIO SELECTA COCCO BIANCO 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411811389.0
10110,"RECHEIO SELECTA FORN  DOCE DE LEITE 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411897864.0
10111,"RECHEIO SELECTA FORN CHOC AO LEITE 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411898328.0
10112,"RECHEIO SELECTA FORN GOIABA 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411897857.0
10113,"RECHEIO SELECTA FORN LEITINHO 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411897277.0
10114,"RECHEIO SELECTA FORN M AMARGO 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411878924.0
10115,"RECHEIO SELECTA FORN PACOCA 1,010KG",PRODUTOS,PROD - DOCES RECHEIOS,7896411897284.0
10116,"RECHEIO TAMBAU GOIABA CREM 2,5KG",PRODUTOS,PROD - DOCES RECHEIOS,7896945402046.0
10117,"RECHEIO TAMBAU GOIABA CREM 4,8KG",PRODUTOS,PROD - DOCES RECHEIOS,7896945400929.0
10118,"RECHEIO VABENE CHOCOLATE COM AVELA 1,1kg",PRODUTOS,PROD - DOCES RECHEIOS,
10119,REF03 BR200 NS TP 190x190x15 UNID,PRODUTOS,PEC - ENGRENAGEM,
10120,REF03 BR200 NS VS 190x190x50 UNID,PRODUTOS,PEC - ENGRENAGEM,
10121,REFORCADOR DONA BENTA 500G,PRODUTOS,PEC - ENGRENAGEM,
10191,RENDA MIX 100G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7897011507559.0
10192,RENDAFLEX ARCOLOR 100G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896226314365.0
10193,REQUEIJAO CREMOSO 400G,PRODUTOS,PROD - PRODUTOS DIVERSOS,
10395,RODO ODIM INOX 60cm,PRODUTOS,PEC - ENGRENAGEM,
10536,"ROLINHO RECH CHOC NUTRILAR 1,5KG",PRODUTOS,PROD - PROD SORVETE,619205502266.0
10537,ROLINHO RECHEIO CHOCOLATE NUTRILAR 100G,PRODUTOS,PROD - PROD SORVETE,
10538,ROLINHO WAFER NUTRILAR 1KG,PRODUTOS,PROD - PROD SORVETE,618231493166.0
10609,SACHE VINAGRE BS 4ml c/200 UND,PRODUTOS,PEC - ENGRENAGEM,
10611,"Saco 14x25x0,05 mil delícias pct c/500",PRODUTOS,PEC - ENGRENAGEM,
10612,SACO 16x27x05 P/ PETAS PCT C/500,PRODUTOS,PEC - ENGRENAGEM,
10613,Saco 17x29x05 petas pct c/500,PRODUTOS,PEC - ENGRENAGEM,
10614,"Saco 22x43x0,5 PP/I HOT e FORMA pct c/500",PRODUTOS,PEC - ENGRENAGEM,
10615,Saco 22x43x05 forma / hot dog pct c/500,PRODUTOS,PEC - ENGRENAGEM,
10616,"Saco 26x40x0,05 MAXIPAN pct c/500",PRODUTOS,PEC - ENGRENAGEM,
10617,Saco 26x40x05 maxipan pct c/500,PRODUTOS,PEC - ENGRENAGEM,
10621,SACO BOPP LEITE COND 01Kg,PRODUTOS,PEC - ENGRENAGEM,
10622,SACO BOPP LIMÃO 01Kg,PRODUTOS,PEC - ENGRENAGEM,
10623,SACO BOPP MARACUJÁ 01Kg,PRODUTOS,PEC - ENGRENAGEM,
10624,SACO BOPP MORANGO 01Kg,PRODUTOS,PEC - ENGRENAGEM,
10625,SACO BOPP SKIMO PCT,PRODUTOS,PEC - ENGRENAGEM,
10645,SACO CONFEITAR MAGO DESCARTAVEL 5 UNID,PRODUTOS,PEC - ENGRENAGEM,
10646,SACO CONFEITAR MAGO FLEX N 01 2701,PRODUTOS,PEC - ENGRENAGEM,
10647,SACO CONFEITAR MAGO FLEX N 02 2702,PRODUTOS,PEC - ENGRENAGEM,
10648,SACO CONFEITAR MAGO FLEX N 03 2703,PRODUTOS,PEC - ENGRENAGEM,
10649,SACO CONFEITAR MAGO FLEX N 04 2704,PRODUTOS,PEC - ENGRENAGEM,
10650,SACO CONFEITAR MAGO FLEX N 05 2705,PRODUTOS,PEC - ENGRENAGEM,
10651,SACO CONFEITAR MAGO FLEX N 06 2706,PRODUTOS,PEC - ENGRENAGEM,
10712,SACO LISO 25x35 PCT C/ 100 UND ,PRODUTOS,DESC - EMBALAGENS,
10713,SACO LISO PCT C/ 50 UND,PRODUTOS,DESC - EMBALAGENS,
10714,SACO LISO PCT C/ 500 UND,PRODUTOS,DESC - EMBALAGENS,
10721,Saco p/ Lixo Utilix Rolo Azul 60x15L C20,PRODUTOS,PEC - ENGRENAGEM,
10727,SACO PANETONE 500g BRC  C/100 UND,PRODUTOS,PEC - ENGRENAGEM,
10736,"Saco picolé abacate 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10737,"Saco picolé abacaxi 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10738,"Saco picolé açai 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10739,"Saco picolé acerola 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10740,"Saco picolé ameixa 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10741,"Saco picolé bacuri 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10742,"Saco picolé black ice 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10743,"Saco picolé blue ice 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10744,"Saco picolé branco 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10745,"Saco picolé brigadeiro 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10746,"Saco picolé buriti 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10747,"Saco picolé cajá 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10748,"Saco picolé caju 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10749,"Saco picolé castanha 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10750,"Saco picolé choc BR 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
10751,"Saco picolé chocante 0,5Kg",PRODUTOS,PEC - ENGRENAGEM,
